Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
A3PBU4	NDHL_PROM0	NAD(P)H-quinone oxidoreductase subunit L (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit L) (NDH-1 subunit L) (NDH-L)	Prochlorococcus marinus (strain MIT 9301)	77	7.1.1.-	ndhL P9301_05961			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01355}.
Q9MUK8	NU5C_MESVI	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Mesostigma viride (Green alga)	652	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q3C1Q4	NU4C_NICSY	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	500	7.1.1.-	ndhD			
B0C6C5	NDHJ_ACAM1	NAD(P)H-quinone oxidoreductase subunit J (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J) (NDH-1 subunit J) (NDH-J)	Acaryochloris marina (strain MBIC 11017)	182	7.1.1.-	ndhJ AM1_0133			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q9XBL6	NDHJ_ANAVT	NAD(P)H-quinone oxidoreductase subunit J (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J) (NDH-1 subunit J) (NDH-J)	Anabaena variabilis (strain ATCC 29413 / PCC 7937)	175	7.1.1.-	ndhJ Ava_1860			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q0G9G7	NU4LC_LIRTU	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	Liriodendron tulipifera (Tuliptree) (Tulip poplar)	101	7.1.1.-	ndhE			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01456}.
P0CD34	NU2C1_POPTR	NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, subunit 2 A) (NADH-plastoquinone oxidoreductase subunit 2 A)	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	510	7.1.1.-	ndhB1 Poptr_cp069			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_00445}.
P0CC62	NU2C1_SOYBN	NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, subunit 2 A) (NADH-plastoquinone oxidoreductase subunit 2 A)	Glycine max (Soybean) (Glycine hispida)	510	7.1.1.-	ndhB1			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_00445}.
P0CD30	NU2C1_PIPCE	NAD(P)H-quinone oxidoreductase subunit 2 A, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, subunit 2 A) (NADH-plastoquinone oxidoreductase subunit 2 A)	Piper cenocladum (Ant piper)	510	7.1.1.-	ndhB1			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_00445}.
Q8HVQ1	NDHI_ECLPR	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Eclipta prostrata (False daisy) (Eclipta alba)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q9TKV2	NU4LC_NEPOL	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	Nephroselmis olivacea (Green alga)	101	7.1.1.-	ndhE			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01456}.
Q1KXV4	NU3C_HELAN	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Helianthus annuus (Common sunflower)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
P52765	NU3C_LUPLU	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Lupinus luteus (European yellow lupine)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q0G9V7	NU3C_DAUCA	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Daucus carota (Wild carrot)	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q06GZ2	NU3C_DRIGR	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3)	Drimys granadensis	120	7.1.1.-	ndhC			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01394}.
Q67ID0	NU2C_ALLTE	NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, subunit 2) (NADH-plastoquinone oxidoreductase subunit 2)	Allium textile (Textile onion) (Allium reticulatum)	510	7.1.1.-	ndhB			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_00445}.
B0Z4L3	NDHK_OENAR	NAD(P)H-quinone oxidoreductase subunit K, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit K) (NADH-plastoquinone oxidoreductase subunit K)	Oenothera argillicola (Appalachian evening primrose)	225	7.1.1.-	ndhK		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01356}.
B2LMP5	NU6C_GUIAB	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Guizotia abyssinica (Niger) (Ramtilla)	176	7.1.1.-	ndhG GuabCp074			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A5GMZ5	NU2C_SYNPW	NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)	Synechococcus sp. (strain WH7803)	523	7.1.1.-	ndhB SynWH7803_1884			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_00445}.
P74069	NDHN_SYNY3	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	Synechocystis sp. (strain PCC 6803 / Kazusa)	161	7.1.1.-	ndhN sll1262			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000250}.
Q8DJU2	NDHN_THEEB	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	Thermosynechococcus elongatus (strain BP-1)	150	7.1.1.-	ndhN tlr1130			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.
Q0I8A7	NU2C_SYNS3	NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)	Synechococcus sp. (strain CC9311)	523	7.1.1.-	ndhB sync_2113			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_00445}.
Q3AWJ7	NU2C_SYNS9	NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)	Synechococcus sp. (strain CC9902)	523	7.1.1.-	ndhB Syncc9902_1766			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_00445}.
A4QKP2	NU5C_CAPBU	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Capsella bursa-pastoris (Shepherd's purse) (Thlaspi bursa-pastoris)	746	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A4QLP4	NU5C_LOBMA	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Lobularia maritima (Sweet alyssum) (Alyssum maritimum)	746	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A4QLP7	NU4C_LOBMA	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Lobularia maritima (Sweet alyssum) (Alyssum maritimum)	500	7.1.1.-	ndhD			
A4QKG0	NU6C_BARVE	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Barbarea verna (Early yellowrocket) (Erysimum vernum)	176	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A6MMR0	NU6C_DIOEL	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Dioscorea elephantipes (Elephant's foot yam) (Testudinaria elephantipes)	176	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q70XV2	NU4C_AMBTC	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Amborella trichopoda	500	7.1.1.-	ndhD			
Q5SCZ0	NU6C_HUPLU	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Huperzia lucidula (Shining clubmoss) (Lycopodium lucidulum)	199	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q09WX1	NU5C_MORIN	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Morus indica (Mulberry)	754	7.1.1.-	ndhF MoinCp068			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q9TKV3	NU6C_NEPOL	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Nephroselmis olivacea (Green alga)	169	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q1ACK5	NDHK_CHAVU	NAD(P)H-quinone oxidoreductase subunit K, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit K) (NADH-plastoquinone oxidoreductase subunit K)	Chara vulgaris (Common stonewort)	244	7.1.1.-	ndhK		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01356}.
Q09MC2	NDHI_CITSI	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	167	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
B2LMP6	NU4LC_GUIAB	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	Guizotia abyssinica (Niger) (Ramtilla)	101	7.1.1.-	ndhE GuabCp075			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01456}.
Q8HVS2	NDHI_GALPT	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Galeana pratensis	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q8HVS1	NDHI_GALQU	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Galinsoga quadriradiata (Shaggy soldier) (Peruvian daisy)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A0ZZ89	NDHI_GOSBA	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Gossypium barbadense (Sea-island cotton) (Egyptian cotton)	167	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
P0CC73	NU2C2_HORVU	NAD(P)H-quinone oxidoreductase subunit 2 B, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, subunit 2 B) (NADH-plastoquinone oxidoreductase subunit 2 B)	Hordeum vulgare (Barley)	510	7.1.1.-	ndhB2			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_00445}.
Q8HVQ8	NDHI_JAUCA	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Jaumea carnosa (Marsh jaumea) (Coinogyne carnosa)	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A9QC58	NU4LC_TRACE	NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L)	Trachelium caeruleum (Blue throatwort)	100	7.1.1.-	ndhE			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01456}.
Q8HVR1	NDHI_IDIQU	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Idiopappus quitensis	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q8YQ78	NU4C2_NOSS1	NAD(P)H-quinone oxidoreductase chain 4-2 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, subunit D-2) (NDH-1, chain 4-2)	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	525	7.1.1.-	ndhD2 alr3957			
Q8DHX4	NU4C2_THEEB	NAD(P)H-quinone oxidoreductase chain 4 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4 2) (NDH-1, chain 4 2)	Thermosynechococcus elongatus (strain BP-1)	533	7.1.1.-	ndhD2 tlr1819			
B1WNP9	NDHL_CROS5	NAD(P)H-quinone oxidoreductase subunit L (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit L) (NDH-1 subunit L) (NDH-L)	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	85	7.1.1.-	ndhL cce_2128			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01355}.
A2T383	NU4C_ANGEV	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Angiopteris evecta (Mule's foot fern) (Polypodium evectum)	497	7.1.1.-	ndhD			
A4QKY4	NU4C_CRUWA	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Crucihimalaya wallichii (Rock-cress) (Arabidopsis campestris)	500	7.1.1.-	ndhD			
Q7NKF6	NDHM_GLOVI	NAD(P)H-quinone oxidoreductase subunit M (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M)	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	119	7.1.1.-	ndhM glr1522			SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions. {ECO:0000255|HAMAP-Rule:MF_01352}.
Q6ENB0	NU5C_ORYNI	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	734	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A4QLF9	NU4C_LEPVR	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)	Lepidium virginicum (Virginia pepperweed)	500	7.1.1.-	ndhD			
A2T388	NU1C_ANGEV	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Angiopteris evecta (Mule's foot fern) (Polypodium evectum)	369	7.1.1.-	ndhA			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
B0Z590	NU5C_OENGL	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 5) (NADH-plastoquinone oxidoreductase subunit 5)	Oenothera glazioviana (Large-flowered evening primrose) (Oenothera erythrosepala)	772	7.1.1.-	ndhF			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q6EVZ7	NU6C_NYMAL	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Nymphaea alba (White water-lily) (Castalia alba)	177	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
A0A390	NU1C_COFAR	NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 1) (NDH subunit 1) (NADH-plastoquinone oxidoreductase subunit 1)	Coffea arabica (Arabian coffee)	363	7.1.1.-	ndhA			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01350}.
B0Z5I0	NU6C_OENPA	NAD(P)H-quinone oxidoreductase subunit 6, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 6) (NADH-plastoquinone oxidoreductase subunit 6)	Oenothera parviflora (Small-flowered evening primrose) (Oenothera cruciata)	176	7.1.1.-	ndhG			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000250}.
Q2MI46	NDHI_SOLLC	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	167	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
A4QJQ4	NDHI_AETGR	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Aethionema grandiflorum (Persian stone-cress)	167	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
Q9M3M1	NDHJ_SPIOL	NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J)	Spinacia oleracea (Spinach)	158	7.1.1.-	ndhJ			SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01357}.
Q8HVV2	NDHI_BLEZA	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit I) (NDH subunit I) (NADH-plastoquinone oxidoreductase subunit I)	Blepharispermum zanguebaricum	166	7.1.1.-	ndhI		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01351};  Note=Binds 2 [4Fe-4S] clusters per subunit. {ECO:0000255|HAMAP-Rule:MF_01351};	SUBUNIT: NDH is composed of at least 16 different subunits, 5 of which are encoded in the nucleus. {ECO:0000255|HAMAP-Rule:MF_01351}.
P19050	NDHK1_SYNY3	NAD(P)H-quinone oxidoreductase subunit K 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K 1) (NDH-1 subunit K 1) (NDH-K 1)	Synechocystis sp. (strain PCC 6803 / Kazusa)	248	7.1.1.-	ndhK1 psbG slr1280		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01356};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000255|HAMAP-Rule:MF_01356};	SUBUNIT: NDH-1 can be composed of about 15 different subunits; different subcomplexes with different compositions have been identified which probably have different functions.
