Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
P24193	HYPE_ECOLI	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	Escherichia coli (strain K12)	336	4.2.1.-	hypE b2730 JW2700	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000305}.		SUBUNIT: Homodimer (PubMed:18065529). Forms a complex with HypF (PubMed:15291820, PubMed:18065529). Also forms a complex with HypC, or HybG, and HypD (PubMed:15504408, PubMed:16412426). {ECO:0000269|PubMed:15291820, ECO:0000269|PubMed:15504408, ECO:0000269|PubMed:16412426, ECO:0000269|PubMed:18065529}.
P0CP10	NAR1_CRYNJ	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)	650		NAR1 CNI03410			
P20927	YFRC_PROVU	Frd operon uncharacterized protein C	Proteus vulgaris	96					
P21852	PHNL_DESVM	Periplasmic [NiFe] hydrogenase large subunit (EC 1.12.2.1) (NiFe hydrogenlyase large chain)	Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637)	567	1.12.2.1	hydB DvMF_0270		COFACTOR: Name=Ni(2+); Xref=ChEBI:CHEBI:49786; ; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; 	SUBUNIT: Heterodimer of a large and a small subunit.
Q819S4	PYRK_BACCR	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	259		pyrK BC_3885	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q8XL63	PYRK_CLOPE	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Clostridium perfringens (strain 13 / Type A)	246		pyrK pyrZ CPE1179	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q03006	HUPG_RHOCA	Hydrogenase expression/formation protein HupG	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	138		hupG			
P0AAM9	HYBG_ECO57	Hydrogenase maturation factor HybG	Escherichia coli O157:H7	82		hybG Z4344 ECs3875	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM7}.		
P60239	MVHG_METTM	F420-non-reducing hydrogenase subunit G (EC 1.12.99.-) (Methyl viologen-reducing hydrogenase subunit gamma) (MVH subunit G)	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	308	1.12.99.-	mvhG MTBMA_c15180			SUBUNIT: The F420-non-reducing hydrogenase is composed of three subunits; MvhA, MvhD and MvhG. It forms a complex with the heterodisulfide reductase (hdr). {ECO:0000269|PubMed:8119281}.
P56968	PYRK_LACLM	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Lactococcus lactis subsp. cremoris (strain MG1363)	262		pyrK llmg_1105	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601;  Note=Binds 1 [2Fe-2S] cluster per subunit.; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692;  Note=Binds 1 FAD per subunit.;	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:8910599}.
Q92AH4	PYRK_LISIN	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	254		pyrK pyrDII lin1948	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q8PW55	PYRK_METMA	Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	259		pyrK MM_1746	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
P94951	MTD_METKA	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	283	1.5.98.1	mtd MK0011	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1.		SUBUNIT: Homohexamer composed of a trimer of dimers.
Q50758	HMD_METTF	5,10-methenyltetrahydromethanopterin hydrogenase (EC 1.12.98.2) (H(2)-dependent methylene-H(4)MPT dehydrogenase) (H(2)-forming N(5),N(10)-methylenetetrahydromethanopterin dehydrogenase) (N(5),N(10)-methenyltetrahydromethanopterin hydrogenase)	Methanothermobacter thermautotrophicus (Methanobacterium thermoformicicum)	344	1.12.98.2	hmd	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (hydrogen route): step 1/1.		
Q3Z6L1	HYPA_DEHM1	Hydrogenase maturation factor HypA	Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195) (Dehalococcoides ethenogenes (strain 195))	119		hypA DET1430			
P0CP11	NAR1_CRYNB	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	650		NAR1 CNBH3260			
P13063	PHSS_DESBA	Periplasmic [NiFeSe] hydrogenase small subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase small chain)	Desulfomicrobium baculatum (Desulfovibrio baculatus)	315	1.12.99.6			COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883;  Note=Binds 3 [4Fe-4S] clusters. Cluster 1 is referred to as proximal, cluster 2 as distal, cluster 3 as medial.;	SUBUNIT: Heterodimer of a large and a small subunit.
O29544	MTD_ARCFU	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	273	1.5.98.1	mtd AF_0714	PATHWAY: Metabolic intermediate metabolism; lactate oxidation.		
Q6DHP6	NARF_DANRE	Nuclear prelamin A recognition factor	Danio rerio (Zebrafish) (Brachydanio rerio)	465		narf zgc:92186			
B4NSS7	NARF_DROSI	Probable cytosolic Fe-S cluster assembly factor GD17698	Drosophila simulans (Fruit fly)	477		GD17698			
A6RR15	NAR1_BOTFB	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	572		NAR1 BC1G_03256			
B6HUC4	NAR1_PENRW	Cytosolic Fe-S cluster assembly factor nar1 (Nuclear architecture-related protein 1)	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	604		nar1 Pc22g05110			
O67329	PYRKH_AQUAE	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit homolog (Dihydroorotate oxidase B, electron transfer subunit homolog)	Aquifex aeolicus (strain VF5)	251		aq_1305		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};	
Q81WF3	PYRK_BACAN	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus anthracis	259		pyrK BA_4024 GBAA_4024 BAS3736	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
C1EPP9	PYRK_BACC3	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus cereus (strain 03BB102)	259		pyrK BCA_3986	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
A9VTC5	PYRK_BACWK	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus weihenstephanensis (strain KBAB4)	259		pyrK BcerKBAB4_3712	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
C5D8Q1	PYRK_GEOSW	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Geobacillus sp. (strain WCH70)	257		pyrK GWCH70_1048	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q72E86	QRCD_DESVH	Menaquinone reductase, integral membrane subunit (Quinone reductase complex subunit D) (Type I cytochrome c3:menaquinone oxidoreductase subunit D)	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	419		qrcD DVU_0692			SUBUNIT: The Qrc complex is composed of four subunits: QrcA, QrcB, QrcC and QrcD (PubMed:20498375). Can form a supercomplex with the [NiFe] hydrogenase HynA1 and the tetraheme Type I cytochrome c3 TpIc(3), its physiological electron donors (PubMed:21651911). {ECO:0000269|PubMed:20498375, ECO:0000269|PubMed:21651911}.
P30778	RUBR_AZOVI	Rubredoxin (Rd)	Azotobacter vinelandii	72		hoxR		COFACTOR: Name=Fe(3+); Xref=ChEBI:CHEBI:29034; Evidence={ECO:0000250};  Note=Binds 1 Fe(3+) ion per subunit. {ECO:0000250};	
Q50501	MTD_METTH	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD) (EC 1.5.98.1) (Coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin dehydrogenase)	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	276	1.5.98.1	mtd MTH_1464	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (coenzyme F420 route): step 1/1.		
A8FD18	PYRK_BACP2	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus pumilus (strain SAFR-032)	258		pyrK BPUM_1452	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
A7Z4H3	PYRK_BACVZ	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	256		pyrK RBAM_015360	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q8DTU9	PYRK_STRMU	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	258		pyrK SMU_1224	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q7VJB9	HYPC_HELHP	Hydrogenase maturation factor HypC	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	86		hypC HH_0324	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P0AAM3}.		
P31905	HYPE_CUPNH	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	351	4.2.1.-	hypE PHG017	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P24193}.		
P0DOV3	QRCA_DESVH	Menaquinone reductase, multiheme cytochrome c subunit (EC 1.97.-.-) (Quinone reductase complex subunit A) (Type I cytochrome c3:menaquinone oxidoreductase subunit A)	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	210	1.97.-.-	qrcA DVU_0695.1		COFACTOR: Name=heme c; Xref=ChEBI:CHEBI:61717; Evidence={ECO:0000269|PubMed:20498375, ECO:0000269|PubMed:21651911};  Note=Binds 6 heme c groups covalently per subunit. {ECO:0000269|PubMed:20498375};	SUBUNIT: The Qrc complex is composed of four subunits: QrcA, QrcB, QrcC and QrcD (PubMed:20498375). Can form a supercomplex with the [NiFe] hydrogenase HynA1 and the tetraheme Type I cytochrome c3 TpIc(3), its physiological electron donors (PubMed:21651911). {ECO:0000269|PubMed:20498375, ECO:0000269|PubMed:21651911}.
Q7CFU4	SLYD_YERPE	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	Yersinia pestis	195	5.2.1.8	slyD YPO0193 y3975 YP_0191			
A0RHQ7	PYRK_BACAH	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus thuringiensis (strain Al Hakam)	259		pyrK BALH_3515	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
B7JJX2	PYRK_BACC0	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	Bacillus cereus (strain AH820)	259		pyrK BCAH820_3899	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01211}; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|HAMAP-Rule:MF_01211};  Note=Binds 1 FAD per subunit. {ECO:0000255|HAMAP-Rule:MF_01211};	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000255|HAMAP-Rule:MF_01211}.
Q9ZK89	SLYD_HELPJ	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	185	5.2.1.8	slyD jhp_1052			
P32440	HMD_METTM	5,10-methenyltetrahydromethanopterin hydrogenase (EC 1.12.98.2) (H(2)-dependent methylene-H(4)MPT dehydrogenase) (H(2)-forming N(5),N(10)-methylenetetrahydromethanopterin dehydrogenase) (N(5),N(10)-methenyltetrahydromethanopterin hydrogenase)	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	344	1.12.98.2	hmd mth MTBMA_c15260	PATHWAY: One-carbon metabolism; methanogenesis from CO(2); 5,10-methylene-5,6,7,8-tetrahydromethanopterin from 5,10-methenyl-5,6,7,8-tetrahydromethanopterin (hydrogen route): step 1/1.		
O28904	HYPA_ARCFU	Hydrogenase maturation factor HypA	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	110		hypA AF_1367			
Q9Y7N7	NAR1_SCHPO	Cytosolic Fe-S cluster assembly factor NAR1 homolog (Nuclear architecture-related protein 1 homolog)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	538		SPCC1450.10c			
P0A9L2	SLYD_SHIFL	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	Shigella flexneri	196	5.2.1.8	slyD SF3367 S4395			SUBUNIT: Monomer. Binds to a broad range of unrelated Tat signal sequences. Interacts with the hydrogenase nickel incorporation protein HypB (By similarity). {ECO:0000250}.
P40599	HYPE_RHILV	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	Rhizobium leguminosarum bv. viciae	350	4.2.1.-	hypE	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000250|UniProtKB:P24193}.		
A1KC59	HYPA_AZOSB	Hydrogenase maturation factor HypA	Azoarcus sp. (strain BH72)	114		hypA azo3799			
B1WV53	HYPA_CROS5	Hydrogenase maturation factor HypA	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	114		hypA cce_2902			
P48340	HUPH_BRADU	Hydrogenase expression/formation protein HupH	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	287		hupH bll6936			
P0AAK1	HYCB_ECOLI	Formate hydrogenlyase subunit 2 (FHL subunit 2) (Hydrogenase-3 component B)	Escherichia coli (strain K12)	203		hycB hevB b2724 JW2694		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 4 [4Fe-4S] clusters. {ECO:0000250};	SUBUNIT: FHL comprises of a formate dehydrogenase, unidentified electron carriers and a hydrogenase (isoenzyme 3). In this non-energy conserving pathway, molecular hydrogen and carbodioxide are released from formate.
Q58433	Y1027_METJA	Uncharacterized protein MJ1027	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	377		MJ1027			
P30791	YHI4_RHOCA	Uncharacterized HTH-type transcriptional regulator in himA 3'region (Fragment)	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	63					
Q00405	VHCD_METVO	F420-non-reducing hydrogenase vhc iron-sulfur subunit D (EC 1.12.99.-)	Methanococcus voltae	144	1.12.99.-	vhcD		COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250};	SUBUNIT: The F420-non-reducing hydrogenase vhc is composed of three subunits; VhcA, VhcD and VhcG. {ECO:0000250}.
Q00406	VHCG_METVO	F420-non-reducing hydrogenase vhc subunit G (EC 1.12.99.-)	Methanococcus voltae	306	1.12.99.-	vhcG			SUBUNIT: The F420-non-reducing hydrogenase vhc is composed of three subunits; VhcA, VhcD and VhcG. {ECO:0000250}.
Q45257	HYPB_BRADU	Hydrogenase maturation factor HypB	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	302		hypB bll6931			
A7IHD3	HYPA_XANP2	Hydrogenase maturation factor HypA	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	113		hypA Xaut_2182			
